1 0.036856 0.03836 0.037064 0.037188
2 0.0358 0.037848 0.038952 0.037036
4 0.036308 0.037316 0.036576 0.040872
8 0.037088 0.037308 0.035348 0.040076
16 0.037892 0.037396 0.039 0.037592
32 0.037632 0.038616 0.035444 0.042972
64 0.040644 0.045092 0.042512 0.0502
